First_Name,DOI,Researcher ID,Annee_Bibliographique,Year of first pub,gender,Paper ID,Author order,nb_auteur,Discipline of paper,Specialty of paper,Relative citation rate,ERegroupement,disc_origin,spec_origin,Country of origin
claudia,10.1142/s0218488512400284,13665107,2012,2011,F,49570952,3,3,Engineering and Technology,Computers,0.104,Belgium,Engineering and Technology,Electrical Engineering & Electronics,Belgium
jordi,10.1016/j.knosys.2012.07.001,40386300,2012,2003,M,49551785,3,3,Engineering and Technology,Computers,1.769,Spain,Engineering and Technology,Computers,nan
haneul,10.1109/lcomm.2012.102612.122056,8946037,2012,2012,UNK,49629045,1,3,Engineering and Technology,Electrical Engineering & Electronics,0.799,South Korea,Engineering and Technology,Electrical Engineering & Electronics,South Korea
sangheon,10.1109/lcomm.2012.102612.122056,27205827,2012,2003,UNK,49629045,2,3,Engineering and Technology,Electrical Engineering & Electronics,0.799,South Korea,Engineering and Technology,Electrical Engineering & Electronics,nan
wonjun,10.1109/lcomm.2012.102612.122056,48622687,2012,2002,UNK,49629045,3,3,Engineering and Technology,Electrical Engineering & Electronics,0.799,South Korea,Engineering and Technology,Computers,nan
younggue,10.1002/asi.22768,4756502,2012,2012,nan,49558359,1,2,Professional Fields,Information Science & Library Science,3.941,South Korea,Professional Fields,Information Science & Library Science,South Korea
hongchul,10.1002/asi.22768,5643604,2012,2001,UNK,49558359,2,2,Professional Fields,Information Science & Library Science,3.941,South Korea,Engineering and Technology,Industrial Engineering,nan
simon,10.1007/s00779-011-0457-2,50934397,2012,2010,M,49855718,1,6,Engineering and Technology,Computers,0.624,United Kingdom,Engineering and Technology,Computers,United Kingdom
parisa,10.1007/s00779-011-0457-2,4422938,2012,2004,F,49855718,5,6,Engineering and Technology,Computers,0.624,United Kingdom,Engineering and Technology,Computers,nan
john,10.1007/s00779-011-0457-2,27314803,2012,2005,M,49855718,3,6,Engineering and Technology,Computers,0.624,United Kingdom,Engineering and Technology,Computers,nan
roderick,10.1007/s00779-011-0457-2,42659677,2012,1999,M,49855718,4,6,Engineering and Technology,Computers,0.624,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mads,10.1007/s00779-011-0457-2,9968399,2012,2012,M,49855718,6,6,Engineering and Technology,Computers,0.624,Denmark,Engineering and Technology,Computers,Denmark
elena,10.3390/s121217504,30687600,2012,2012,F,49632571,2,3,Engineering and Technology,Electrical Engineering & Electronics,0.4,Italy,Engineering and Technology,Electrical Engineering & Electronics,Italy
andrea,10.3390/s121217504,4455662,2012,2001,F,49632571,3,3,Engineering and Technology,Electrical Engineering & Electronics,0.4,Italy,Engineering and Technology,Computers,nan
ryan,10.1016/j.jnt.2012.05.034,42722660,2012,2010,M,49275710,2,2,Mathematics,General Mathematics,1.217,United States,Mathematics,General Mathematics,United States
stephen d.,10.1016/j.jnt.2012.05.032,19529833,2012,2002,M,49275723,1,2,Mathematics,General Mathematics,1.42,United States,Mathematics,General Mathematics,nan
stephen d.,10.1016/j.jnt.2008.11.006,19529833,2009,2002,M,32006720,2,3,Mathematics,General Mathematics,1.093,United States,Mathematics,General Mathematics,nan
siddhartha,10.1016/j.jnt.2012.05.032,8407663,2012,1989,M,49275723,2,2,Mathematics,General Mathematics,1.42,United States,Mathematics,General Mathematics,nan
douglas r. a.,10.2196/jmir.2144,9024059,2012,2012,M,49871577,1,3,Health,Health Policy & Services,2.916,United Kingdom,Clinical Medicine,Anesthesiology,nan
grant p.,10.2196/jmir.2144,1684755,2012,1993,M,49871577,2,3,Health,Health Policy & Services,2.916,United Kingdom,Clinical Medicine,General & Internal Medicine,nan
amanda j.,10.2196/jmir.2144,18063790,2012,2012,F,49871577,3,3,Health,Health Policy & Services,2.916,United Kingdom,Health,Health Policy & Services,United Kingdom
andrey,10.2196/jmir.2270,4263135,2012,2012,M,49871592,1,3,Health,Health Policy & Services,0.427,Australia,Health,Health Policy & Services,Australia
james a.,10.2196/jmir.2270,36288317,2012,2012,M,49871592,2,3,Health,Health Policy & Services,0.427,Australia,Health,Health Policy & Services,Australia
casey,10.2196/jmir.2270,48523371,2012,2012,UNI,49871592,3,3,Health,Health Policy & Services,0.427,United Kingdom,Health,Health Policy & Services,United Kingdom
krisztian,10.1145/2382616.2382621,21353459,2012,2009,M,49613798,2,3,Engineering and Technology,Computers,0.416,Norway,Professional Fields,Information Science & Library Science,Netherlands
krisztian,10.1007/s10791-011-9165-9,21353459,2011,2009,M,47212603,2,3,Engineering and Technology,Computers,0.443,Norway,Professional Fields,Information Science & Library Science,Netherlands
shima,10.1145/2382438.2382445,12086378,2012,2012,UNK,49615872,1,3,Engineering and Technology,Computers,0.416,Switzerland,Engineering and Technology,Computers,Switzerland
jaime,10.3390/s121115159,34328675,2012,2005,UNI,49517279,1,4,Engineering and Technology,Electrical Engineering & Electronics,0.699,Spain,Engineering and Technology,Computers,nan
elsa,10.3390/s121115159,11586326,2012,1998,F,49517279,2,4,Engineering and Technology,Electrical Engineering & Electronics,0.699,Spain,Engineering and Technology,Computers,nan
alvaro,10.3390/s121115159,27738496,2012,2002,M,49517279,3,4,Engineering and Technology,Electrical Engineering & Electronics,0.699,Spain,Engineering and Technology,Computers,nan
raquel,10.3390/s121115159,37920614,2012,2010,F,49517279,4,4,Engineering and Technology,Electrical Engineering & Electronics,0.699,Spain,Engineering and Technology,Electrical Engineering & Electronics,Spain
chris,10.1177/1362480612454559,2533564,2012,2008,M,49516186,1,2,Social Sciences,Criminology,1.939,United Kingdom,Social Sciences,Sociology,United Kingdom
eugene,10.1177/1362480612454559,45209376,2012,2008,M,49516186,2,2,Social Sciences,Criminology,1.939,United Kingdom,Social Sciences,Sociology,nan
satoshi,10.1587/transinf.e95.d.2664,48503707,2012,2010,M,49476662,1,3,Engineering and Technology,Computers,0.104,Japan,Engineering and Technology,Computers,Japan
kohei,10.1587/transinf.e95.d.2664,47291083,2012,2012,M,49476662,2,3,Engineering and Technology,Computers,0.104,Japan,Engineering and Technology,Computers,Japan
hisashi,10.1587/transinf.e95.d.2664,39693770,2012,2007,M,49476662,3,3,Engineering and Technology,Computers,0.104,Japan,Engineering and Technology,Computers,nan
mo,10.1177/0092861512462020,13501010,2012,2012,M,49433502,1,4,Clinical Medicine,Pharmacology,0.054,United States,Clinical Medicine,Pharmacology,United States
jeongeun,10.1177/0092861512462020,13604280,2012,2012,UNK,49433502,2,4,Clinical Medicine,Pharmacology,0.054,United States,Clinical Medicine,Pharmacology,United States
ankur,10.1177/0092861512462020,23006950,2012,2012,M,49433502,3,4,Clinical Medicine,Pharmacology,0.054,United States,Clinical Medicine,Pharmacology,United States
sujit s.,10.1177/0092861512462020,12449015,2012,1997,M,49433502,4,4,Clinical Medicine,Pharmacology,0.054,United States,Clinical Medicine,Pharmacy,nan
carlo alfredo,10.1097/mph.0b013e31825886f8,44325327,2012,2002,M,49418281,1,5,Clinical Medicine,Cancer,0.619,Italy,Clinical Medicine,Cancer,nan
laura,10.1097/mph.0b013e31825886f8,44686911,2012,2008,F,49418281,2,5,Clinical Medicine,Cancer,0.619,Italy,Clinical Medicine,Cancer,Italy
alessandro,10.1097/mph.0b013e31825886f8,34467439,2012,2012,M,49418281,4,5,Clinical Medicine,Cancer,0.619,Italy,Clinical Medicine,Cancer,Italy
andrea,10.1097/mph.0b013e31825886f8,11058149,2012,1998,F,49418281,5,5,Clinical Medicine,Cancer,0.619,Italy,Clinical Medicine,Urology,nan
gianni,10.1097/mph.0b013e31825886f8,26328725,2012,1997,M,49418281,3,5,Clinical Medicine,Cancer,0.619,Italy,Clinical Medicine,Cancer,nan
kate,10.1016/j.pubrev.2012.05.012,21180717,2012,2012,F,49430279,1,1,Professional Fields,Communication,1.347,Canada,Professional Fields,Communication,Canada
laura k.,10.1016/j.pubrev.2012.05.010,48444953,2012,2012,F,49430280,3,3,Professional Fields,Communication,1.243,United States,Professional Fields,Communication,United States
heather,10.1097/nne.0b013e31826f2c04,3769608,2012,2012,F,49395871,1,4,Professional Fields,Education,0.776,United States,Professional Fields,Education,United States
sharon,10.1097/nne.0b013e31826f2c04,18070395,2012,2004,F,49395871,2,4,Professional Fields,Education,0.776,United States,Health,Nursing,nan
jaya,10.1097/nne.0b013e31826f2c04,27491866,2012,2005,F,49395871,3,4,Professional Fields,Education,0.776,United States,Professional Fields,Education,United States
tadatoshi,10.1016/j.applanim.2012.06.009,21670679,2012,2011,UNK,49342832,1,1,Psychology,Behavioral Science & Complementary Psychology,0.168,Japan,Biology,General Zoology,Japan
kimberly m.,10.1016/j.contraception.2012.04.011,24930578,2012,2011,F,49335605,3,3,Clinical Medicine,Fertility,0.72,United States,Clinical Medicine,General & Internal Medicine,United States
mikalai,10.1007/s10115-012-0518-5,42381463,2012,2012,UNK,49328077,1,4,Engineering and Technology,Computers,0.0,Italy,Engineering and Technology,Computers,Italy
joonwon,10.1145/2382616.2382619,35752505,2012,2012,m,49613796,4,5,Engineering and Technology,Computers,0.312,South Korea,Engineering and Technology,Computers,South Korea
euiseong,10.1145/2382616.2382619,1484628,2012,2006,UNK,49613796,5,5,Engineering and Technology,Computers,0.312,South Korea,Engineering and Technology,Computers,nan
myeongjae,10.1145/2382616.2382619,21007530,2012,2010,UNK,49613796,1,5,Engineering and Technology,Computers,0.312,United States,Engineering and Technology,Computers,United States
youngjae,10.1145/2382616.2382619,31751388,2012,2012,UNK,49613796,2,5,Engineering and Technology,Computers,0.312,United States,Engineering and Technology,Computers,United States
jeaho,10.1145/2382616.2382619,43927128,2012,2010,UNK,49613796,3,5,Engineering and Technology,Computers,0.312,South Korea,Engineering and Technology,Electrical Engineering & Electronics,South Korea
jin-liang,10.1016/j.chb.2012.07.001,7248397,2012,2012,M,49248247,1,4,Psychology,Human Factors,4.448,China,Psychology,Human Factors,China
da-jun,10.1016/j.chb.2012.07.001,15118514,2012,2012,M,49248247,3,4,Psychology,Human Factors,4.448,China,Psychology,Human Factors,China
zhi-qiang,10.1016/j.chb.2012.07.001,37814453,2012,2012,M,49248247,4,4,Psychology,Human Factors,4.448,China,Psychology,Human Factors,China
linda a.,10.1016/j.chb.2012.07.001,48040939,2012,1981,F,49248247,2,4,Psychology,Human Factors,4.448,United States,Psychology,Social Psychology,nan
irini,10.1016/j.cose.2012.07.008,40346204,2012,2012,F,49638516,4,4,Engineering and Technology,Computers,1.457,United States,Engineering and Technology,Computers,United States
steven p.,10.2196/jmir.2239,20166069,2012,2012,M,49871580,4,4,Health,Health Policy & Services,0.782,United States,Health,Health Policy & Services,United States
kesler w.,10.2196/jmir.2121,22852934,2012,2012,nan,49871591,2,5,Health,Health Policy & Services,1.92,United States,Health,Health Policy & Services,United States
hong,10.1016/j.jcss.2011.10.020,2042520,2012,2012,M,49246626,1,3,Engineering and Technology,Computers,0.208,Japan,Engineering and Technology,Computers,Japan
amanda,10.1016/j.chb.2012.06.010,46980720,2012,2010,F,49248220,1,7,Psychology,Human Factors,0.411,Canada,Psychology,Human Factors,Canada
amanda,10.1016/j.compedu.2011.08.029,46980720,2012,2010,F,47916809,6,6,Professional Fields,Education,13.199,Canada,Psychology,Human Factors,Canada
amanda,10.1016/j.chb.2009.11.012,46980720,2010,2010,F,44259624,1,3,Psychology,Human Factors,5.032,Canada,Psychology,Human Factors,Canada
eileen,10.1016/j.chb.2012.06.010,47338724,2012,1987,F,49248220,2,7,Psychology,Human Factors,0.411,Canada,Psychology,Experimental Psychology,nan
eileen,10.1016/j.compedu.2011.08.029,47338724,2012,1987,F,47916809,1,6,Professional Fields,Education,13.199,Canada,Psychology,Experimental Psychology,nan
eileen,10.1016/j.chb.2009.11.012,47338724,2010,1987,F,44259624,2,3,Psychology,Human Factors,5.032,Canada,Psychology,Experimental Psychology,nan
miranda,10.1016/j.chb.2012.06.010,44088222,2012,2012,F,49248220,3,7,Psychology,Human Factors,0.411,Canada,Psychology,Human Factors,Canada
karin,10.1016/j.chb.2012.06.010,2923928,2012,2012,F,49248220,4,7,Psychology,Human Factors,0.411,Canada,Professional Fields,Education,Canada
karin,10.1016/j.compedu.2011.08.029,2923928,2012,2012,F,47916809,4,6,Professional Fields,Education,13.199,Canada,Professional Fields,Education,Canada
domenica,10.1016/j.chb.2012.06.010,45363300,2012,2012,F,49248220,5,7,Psychology,Human Factors,0.411,Canada,Professional Fields,Education,Canada
domenica,10.1016/j.compedu.2011.08.029,45363300,2012,2012,F,47916809,5,6,Professional Fields,Education,13.199,Canada,Professional Fields,Education,Canada
seija,10.1016/j.chb.2012.06.010,14413727,2012,2010,UNK,49248220,6,7,Psychology,Human Factors,0.411,Canada,Psychology,Human Factors,Canada
seija,10.1016/j.chb.2009.11.012,14413727,2010,2010,UNK,44259624,3,3,Psychology,Human Factors,5.032,Canada,Psychology,Human Factors,Canada
lucia,10.1016/j.chb.2012.06.010,22382516,2012,2012,F,49248220,7,7,Psychology,Human Factors,0.411,Canada,Professional Fields,Education,Canada
lucia,10.1016/j.compedu.2011.08.029,22382516,2012,2012,F,47916809,2,6,Professional Fields,Education,13.199,Canada,Professional Fields,Education,Canada
derek,10.1109/tpami.2012.29,51182963,2012,2005,M,49175079,2,3,Engineering and Technology,Computers,1.457,United States,Engineering and Technology,Computers,nan
david,10.1109/tpami.2012.29,13674672,2012,1990,M,49175079,3,3,Engineering and Technology,Computers,1.457,United States,Engineering and Technology,Computers,nan
ester,10.1007/s10618-012-0259-9,7082354,2012,2012,F,48962438,1,4,Engineering and Technology,Computers,0.52,Spain,Engineering and Technology,Computers,Spain
patricio,10.1007/s10618-012-0259-9,48274853,2012,2000,M,48962438,3,4,Engineering and Technology,Computers,0.52,Spain,Engineering and Technology,Computers,nan
andres,10.1007/s10618-012-0259-9,42125392,2012,2001,M,48962438,4,4,Engineering and Technology,Computers,0.52,Spain,Engineering and Technology,Computers,nan
andres,10.1007/s10844-011-0194-z,42125392,2012,2001,M,49204116,5,5,Engineering and Technology,Computers,0.52,Spain,Engineering and Technology,Computers,nan
feng,10.1016/j.neucom.2011.04.049,25078032,2012,2012,M,48902561,2,3,Clinical Medicine,Neurology & Neurosurgery,0.304,China,Clinical Medicine,Neurology & Neurosurgery,China
feng,10.1016/j.dss.2010.12.007,25076152,2011,2011,M,46388109,1,2,Professional Fields,Management,2.79,China,Professional Fields,Management,China
xiaojian,10.1016/j.neucom.2011.06.036,5603583,2012,2012,M,48902569,1,5,Clinical Medicine,Neurology & Neurosurgery,0.607,China,Clinical Medicine,Neurology & Neurosurgery,China
guangda,10.1016/j.neucom.2011.06.036,41087137,2012,2012,M,48902569,3,5,Clinical Medicine,Neurology & Neurosurgery,0.607,Singapore,Clinical Medicine,Neurology & Neurosurgery,Singapore
shuqiang,10.1016/j.neucom.2011.06.039,48254237,2012,2004,M,48902571,3,5,Clinical Medicine,Neurology & Neurosurgery,0.304,China,Engineering and Technology,Computers,nan
lei,10.1016/j.neucom.2011.06.039,12223442,2012,2008,M,48902571,5,5,Clinical Medicine,Neurology & Neurosurgery,0.304,China,Engineering and Technology,Computers,China
georgios,10.1007/s10207-012-0173-6,41840882,2012,2012,M,49205740,1,3,Engineering and Technology,Computers,0.208,United States,Engineering and Technology,Computers,United States
michalis,10.1007/s10207-012-0173-6,26593310,2012,2012,UNK,49205740,2,3,Engineering and Technology,Computers,0.208,United States,Engineering and Technology,Electrical Engineering & Electronics,United States
evangelos p.,10.1007/s10207-012-0173-6,342804,2012,1994,M,49205740,3,3,Engineering and Technology,Computers,0.208,Greece,Engineering and Technology,Computers,nan
mijail,10.1007/s10844-011-0194-z,22143854,2012,2007,UNK,49204116,2,5,Engineering and Technology,Computers,0.52,Italy,Professional Fields,Information Science & Library Science,nan
josef,10.1007/s10844-011-0194-z,23834303,2012,2004,M,49204116,3,5,Engineering and Technology,Computers,0.52,Italy,Engineering and Technology,Computers,nan
